threshold_up,threshold_down,threshold_risk,fallback_min_passed_ratio,fallback_min_composite,fallback_min_up_prob,fallback_risk_margin,fallback_block_ratio,precision,coverage,fallback_ratio,selected_total
0.22,0.52,0.38,0.6,0.0,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.38,0.6,0.0,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.38,0.6,0.0,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.38,0.6,0.0,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.38,0.6,0.0,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.38,0.6,0.0,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.38,0.6,0.0,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.38,0.6,0.0,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.38,0.6,0.0,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.38,0.6,0.0,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.38,0.6,0.0,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.38,0.6,0.0,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.38,0.6,0.0,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.02,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.02,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.02,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.02,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.02,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.02,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.02,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.02,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.02,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.02,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.02,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.02,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.02,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.02,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.02,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.02,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.02,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.02,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.01,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.01,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.01,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.01,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.01,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.01,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,-0.01,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.01,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.01,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.01,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.01,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.01,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,-0.01,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.01,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.01,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.01,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.01,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,-0.01,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,0.0,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,0.0,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,0.0,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,0.0,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,0.0,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,0.0,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.5,0.0,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,0.0,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,0.0,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,0.0,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,0.0,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,0.0,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.5,0.0,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,0.0,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,0.0,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,0.0,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,0.0,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.5,0.0,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.02,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.02,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.02,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.02,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.02,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.02,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.02,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.02,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.02,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.02,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.02,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.02,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.02,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.02,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.02,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.02,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.02,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.02,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.01,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.01,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.01,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.01,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.01,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.01,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,-0.01,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.01,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.01,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.01,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.01,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.01,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,-0.01,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.01,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.01,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.01,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.01,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,-0.01,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,0.0,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,0.0,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,0.0,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,0.0,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,0.0,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,0.0,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.55,0.0,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,0.0,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,0.0,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,0.0,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,0.0,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,0.0,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.55,0.0,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,0.0,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,0.0,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,0.0,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,0.0,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.55,0.0,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.02,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.02,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.02,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.02,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.02,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.02,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.02,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.02,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.02,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.02,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.02,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.02,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.02,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.02,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.02,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.02,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.02,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.02,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.01,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.01,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.01,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.01,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.01,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.01,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,-0.01,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.01,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.01,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.01,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.01,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.01,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,-0.01,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.01,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.01,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.01,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.01,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,-0.01,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,0.0,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,0.0,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,0.0,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,0.0,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,0.0,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,0.0,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.52,0.4,0.6,0.0,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,0.0,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,0.0,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,0.0,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,0.0,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,0.0,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.52,0.4,0.6,0.0,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,0.0,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,0.0,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,0.0,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,0.0,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.52,0.4,0.6,0.0,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.02,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.02,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.02,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.02,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.02,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.02,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.02,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.02,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.02,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.02,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.02,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.02,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.02,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.02,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.02,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.02,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.02,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.02,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.01,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.01,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.01,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.01,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.01,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.01,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,-0.01,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.01,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.01,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.01,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.01,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.01,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,-0.01,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.01,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.01,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.01,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.01,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,-0.01,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,0.0,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,0.0,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,0.0,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,0.0,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,0.0,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,0.0,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.5,0.0,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,0.0,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,0.0,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,0.0,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,0.0,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,0.0,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.5,0.0,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,0.0,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,0.0,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,0.0,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,0.0,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.5,0.0,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.55,-0.02,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.02,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.02,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.02,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.02,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.02,0.18,0.02,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.02,0.19,0.03,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.55,-0.02,0.19,0.03,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.55,-0.02,0.19,0.03,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.55,-0.02,0.19,0.02,0.2,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.55,-0.02,0.19,0.02,0.25,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.55,-0.02,0.19,0.02,0.3,0.4,0.3,0.8333333333333334,6
0.22,0.54,0.35,0.55,-0.02,0.2,0.03,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.55,-0.02,0.2,0.03,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.55,-0.02,0.2,0.03,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.55,-0.02,0.2,0.02,0.2,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.55,-0.02,0.2,0.02,0.25,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.55,-0.02,0.2,0.02,0.3,0.3333333333333333,0.15,0.6666666666666666,3
0.22,0.54,0.35,0.55,-0.01,0.18,0.03,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.01,0.18,0.03,0.25,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.01,0.18,0.03,0.3,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.01,0.18,0.02,0.2,0.3333333333333333,0.35,0.8571428571428571,7
0.22,0.54,0.35,0.55,-0.01,0.18,0.02,0.25,0.3333333333333333,0.35,0.8571428571428571,7
